DELITO,AÑO,BARRIO_MONTEVIDEO,geo,ratio,ingreso
VIOLENCIA DOMÉSTICA,2018,LARRAÑAGA,"POLYGON ((-56.164714164843474 -34.885620239645874, -56.16699377714761 -34.883926342970696, -56.164749604544156 -34.88231980726608, -56.16641224867896 -34.88170247305771, -56.166689302983535 -34.86958908741322, -56.159249823166135 -34.874041748475896, -56.152490834756435 -34.88204190736803, -56.16025257340038 -34.88949174484455, -56.164714164843474 -34.885620239645874))",509.2,124672.7232006139
VIOLENCIA DOMÉSTICA,2018,LAS ACACIAS,"POLYGON ((-56.17016166401509 -34.83718626115757, -56.17043918380582 -34.835738777986776, -56.16835528683439 -34.835523178648145, -56.16839317696105 -34.83889461886805, -56.163323698337805 -34.838128213929615, -56.162461833015165 -34.83490355724206, -56.14460014795369 -34.83303354282775, -56.15897782217093 -34.85057007264062, -56.175156738436144 -34.84671698306151, -56.17016166401509 -34.83718626115757))",932.75,62847.73249232151
VIOLENCIA DOMÉSTICA,2018,LAS CANTERAS,"POLYGON ((-56.10627190179626 -34.88269628103549, -56.11121439374942 -34.883544259089696, -56.11107853829727 -34.878093567825616, -56.11592975189664 -34.871265822693246, -56.11140428146336 -34.87029274665504, -56.11693705138677 -34.86454819574105, -56.1120391002765 -34.8616974896757, -56.11352504190054 -34.857306975220915, -56.112347751233884 -34.855945567478756, -56.109613874637084 -34.8585746116775, -56.10105663478281 -34.85771409788848, -56.09736749886766 -34.85888461988998, -56.095748162832585 -34.860306988798875, -56.098663725308214 -34.866933077372934, -56.0923351882059 -34.8667285753272, -56.094351243307464 -34.872285177567306, -56.09672758814789 -34.87241476416148, -56.09103344255685 -34.8757722756266, -56.09692454499544 -34.883368032052076, -56.09569105829906 -34.885040515616176, -56.10055946504631 -34.88578218456937, -56.104526611005014 -34.881737864877856, -56.10627190179626 -34.88269628103549))",986.65,88612.53364860897
VIOLENCIA DOMÉSTICA,2018,"LEZICA, MELILLA","POLYGON ((-56.23743337180139 -34.791961669230886, -56.23924488842263 -34.79960582443809, -56.24229466818488 -34.801308161236285, -56.23947090225246 -34.80676178898048, -56.23752439678405 -34.80714790737786, -56.23961006033056 -34.8087984975278, -56.241882112085804 -34.81681803340778, -56.24483898702189 -34.81860656913477, -56.24926699732681 -34.81645461264906, -56.25700064576725 -34.81719040544955, -56.259227587591475 -34.82326373095234, -56.26899219011358 -34.82583913248621, -56.27138446077406 -34.81866038208807, -56.31083841796287 -34.79770678470346, -56.309954862597365 -34.79588528438057, -56.31959267283481 -34.79514046714026, -56.31862238551342 -34.79143312834507, -56.32170502909122 -34.79293769791239, -56.323016198132095 -34.79100067894785, -56.32082670904043 -34.789305524308645, -56.32449890988592 -34.78840147836027, -56.32568778927875 -34.78507174096533, -56.329173640454975 -34.78588792841108, -56.330436705387534 -34.78286066080334, -56.331738269756784 -34.78410446889025, -56.338244932343194 -34.783681644397426, -56.340042645829975 -34.78736104837998, -56.349403419921906 -34.78512319423172, -56.346724553604425 -34.784629895481814, -56.347067668969665 -34.78291542896676, -56.34210792465738 -34.77756357676032, -56.34690096034857 -34.75884985320667, -56.34261684951669 -34.7540416492915, -56.3417255502994 -34.74989573068956, -56.35359201675578 -34.727658777193994, -56.35260238484398 -34.72561851066688, -56.347174449334 -34.72170176672686, -56.34227707360154 -34.71346524623388, -56.335784737226476 -34.71566916476951, -56.329832829469765 -34.71058356579481, -56.324292119904804 -34.702079734766315, -56.31553341258282 -34.701817599838286, -56.31237314976163 -34.70481579178049, -56.3089967509569 -34.70324247682414, -56.308212042849135 -34.706147907551866, -56.30422254177273 -34.70679540999843, -56.297573087215156 -34.71225608688964, -56.29505282541977 -34.71796883617873, -56.29192471831555 -34.71919973466577, -56.28979322797897 -34.71821246802261, -56.28614981019736 -34.72358336231362, -56.28323165235901 -34.72396226350207, -56.279922058340965 -34.72692824710729, -56.2779583563396 -34.73846257897071, -56.27224578322213 -34.73970807654033, -56.27443710481369 -34.74444310281349, -56.27117650046473 -34.75010520228814, -56.26272255614834 -34.754395676135026, -56.25576759523159 -34.75403013200389, -56.24981779166166 -34.75902333447828, -56.243937853160574 -34.76020552829605, -56.23536282637803 -34.76501614190995, -56.232244892165305 -34.76974611356899, -56.22817585546661 -34.76911590983579, -56.22772550168793 -34.76769641824607, -56.22562430113373 -34.776791522258804, -56.2353272243405 -34.77971732724772, -56.230220374009086 -34.78110550347002, -56.235502648699935 -34.784577666225054, -56.23743337180139 -34.791961669230886))",819.92,72029.95704308827
VIOLENCIA DOMÉSTICA,2018,MALVIN,"POLYGON ((-56.11745065626594 -34.89038993131897, -56.12007971213734 -34.888788542108244, -56.11888098058747 -34.88441500510488, -56.11442794325686 -34.88470290351363, -56.104526611005014 -34.881737864877856, -56.100583454277846 -34.88577443025855, -56.09569105829906 -34.885040515616176, -56.09154715190718 -34.890252325502644, -56.09285377769278 -34.89091137774222, -56.09101059349718 -34.892706118562955, -56.09257187897707 -34.8935755600626, -56.09085190137814 -34.89564371865831, -56.09818288083062 -34.897280181037, -56.10131517152486 -34.899947715090946, -56.1019367887007 -34.898139658051456, -56.10626848370234 -34.89715270607553, -56.1157349014652 -34.8986517893768, -56.11925344601075 -34.89258976749746, -56.116806370658026 -34.89187866826541, -56.11745065626594 -34.89038993131897))",389.74,157288.7913910934
VIOLENCIA DOMÉSTICA,2018,MALVIN NORTE,"POLYGON ((-56.11107853829727 -34.878093567825616, -56.11115304550935 -34.88389412045701, -56.11442794325686 -34.88470290351363, -56.12828862056813 -34.88180547292437, -56.12676920207852 -34.87339998500206, -56.11592975191563 -34.8712658226646, -56.11107853829727 -34.878093567825616))",970.78,74731.42919533388
VIOLENCIA DOMÉSTICA,2018,MANGA,"POLYGON ((-56.1451489569294 -34.817718301428485, -56.15675936210498 -34.81889598506063, -56.15581775685905 -34.82165959656583, -56.168879437738184 -34.82375437732453, -56.167687689789936 -34.81195373142938, -56.16449743782868 -34.80887487024851, -56.14278297078892 -34.80605452905969, -56.14393157315256 -34.800882174877536, -56.12743222401592 -34.79865009707121, -56.12508564715951 -34.80150395554575, -56.136497705983665 -34.81650798017203, -56.1451489569294 -34.817718301428485))",1200.37,72710.97463455363
VIOLENCIA DOMÉSTICA,2018,"MANGA, TOLEDO CHICO","POLYGON ((-56.09484744519674 -34.763956577431436, -56.09728479169132 -34.76794187275203, -56.09998300068023 -34.76926460384522, -56.09834766264797 -34.7705618435115, -56.09855012057545 -34.77531889886602, -56.09578078357971 -34.77680125585739, -56.09457549262903 -34.775794598356796, -56.091838848370706 -34.77961324607852, -56.08823765878203 -34.7799746098398, -56.1178073388009 -34.79394408363227, -56.12010626583178 -34.79892830054786, -56.12508564715951 -34.80150395554575, -56.12743222401592 -34.79865009707121, -56.14393157315256 -34.800882174877536, -56.14278297078892 -34.80605452905969, -56.16449743782868 -34.80887487024851, -56.18347077744886 -34.82751472996801, -56.185459195843784 -34.82619542957104, -56.18525951557189 -34.82328696293367, -56.18756825538873 -34.82208512978419, -56.18784782751395 -34.819038245094426, -56.18567505810698 -34.81569191930857, -56.1858158209103 -34.812867402632996, -56.18349070230796 -34.81124133069273, -56.18565842244421 -34.808611441058005, -56.18273206522606 -34.80567067776441, -56.18664398838204 -34.80085078535583, -56.18475356088812 -34.796294995818556, -56.19152803111413 -34.789276502868724, -56.190846251586315 -34.77653006253647, -56.18824759701865 -34.77431643424499, -56.188326055710974 -34.77217244853669, -56.19393580453118 -34.767379043121466, -56.19039407505397 -34.76332928789233, -56.186305990474125 -34.76426379650903, -56.1782571498977 -34.76214076827569, -56.17932582103876 -34.756318658998225, -56.176654354962 -34.755344036360384, -56.17540160305245 -34.75149353055597, -56.171776431792175 -34.74971892201159, -56.1716789698619 -34.74533834283474, -56.16876165199307 -34.741484021729335, -56.167972586718584 -34.73645572183971, -56.16582004890251 -34.735467217616865, -56.166845318007375 -34.73067707349167, -56.161262021631835 -34.719400328410764, -56.15571819426864 -34.72180660168321, -56.149500329202915 -34.72001107040387, -56.14171106705795 -34.714056028882375, -56.13867871480517 -34.71426738666769, -56.13717878876577 -34.71620030140888, -56.12580312107479 -34.71770195643607, -56.122782805637215 -34.727432775264305, -56.1271737348516 -34.73614615386114, -56.12547821397353 -34.738040745194716, -56.122408055734894 -34.738203721919106, -56.12058412405704 -34.74072628096791, -56.119649939918034 -34.74903326268366, -56.115949325730526 -34.748319823324785, -56.107402686644654 -34.75151130880204, -56.104840186151094 -34.74969992889382, -56.10227912429613 -34.75068733649297, -56.0995496815848 -34.75298042603557, -56.09940175388026 -34.755989564076486, -56.095800675684956 -34.75626875269349, -56.09308437572035 -34.75984902878604, -56.09584622913908 -34.76233316680479, -56.09484744519674 -34.763956577431436))",1663.89,68437.9176922507
VIOLENCIA DOMÉSTICA,2018,"MAROÑAS, PARQUE GUARANI","POLYGON ((-56.12258066194117 -34.872625422206845, -56.125623291102904 -34.87333503400515, -56.134300984285275 -34.86717238379374, -56.1335510670397 -34.8577029462707, -56.13102352947739 -34.85447832578466, -56.12574706827129 -34.8565271774299, -56.122775412086845 -34.854340690959084, -56.11892464310535 -34.85475008427081, -56.12065510888418 -34.85639121230921, -56.11953998089315 -34.857422933715945, -56.112738813239595 -34.85733196075707, -56.1120391002765 -34.8616974896757, -56.11693705138677 -34.86454819574105, -56.11140428146336 -34.87029274665504, -56.12258066194117 -34.872625422206845))",1144.06,73551.42701439452
VIOLENCIA DOMÉSTICA,2018,"MERCADO MODELO, BOLIVAR","POLYGON ((-56.17140425485098 -34.863728961574346, -56.168773508470466 -34.862651174234045, -56.16389758748162 -34.866951334586126, -56.15604897701298 -34.86194419787621, -56.153275121859764 -34.857547707076506, -56.1514889187266 -34.86200781806559, -56.152363992057495 -34.86987625818765, -56.147532723691384 -34.87459845224896, -56.15522148814085 -34.879298616012456, -56.159249823166135 -34.874041748475896, -56.16892522658002 -34.86864315385612, -56.171215931060914 -34.87202226197502, -56.173732909130926 -34.872209273421596, -56.1743865191842 -34.870333044229035, -56.173097756120875 -34.87014952769927, -56.17455054886969 -34.87023181264479, -56.1735949541763 -34.86911791540751, -56.175469251309075 -34.867218965747085, -56.17140425485098 -34.863728961574346))",764.53,85311.72596109984
VIOLENCIA DOMÉSTICA,2018,NUEVO PARIS,"POLYGON ((-56.25659897861721 -34.836203134133804, -56.253789708312915 -34.835982032806825, -56.25302799985717 -34.83231703372403, -56.2465806402373 -34.82641057283051, -56.244402584973535 -34.826473615096624, -56.2460093988214 -34.825810952705396, -56.245031471343694 -34.82466509819168, -56.22179112365368 -34.8383914194861, -56.221798961161916 -34.841663127407735, -56.227189461376454 -34.840039956214525, -56.228641337302406 -34.84224662035402, -56.231904166203734 -34.84037503235521, -56.231384596614596 -34.84257809944277, -56.23348888014794 -34.84549142767791, -56.23072164900926 -34.84702715227981, -56.23763607771648 -34.85297286116969, -56.249710012467716 -34.84634438423611, -56.25053421753136 -34.85317867885682, -56.254966870230476 -34.85491996855115, -56.25764970717148 -34.8527684606301, -56.25914598550719 -34.84679926883175, -56.26612974721184 -34.842629008121534, -56.26520747150986 -34.838133122134884, -56.25659897861721 -34.836203134133804))",1291.21,73295.30603552399
VIOLENCIA DOMÉSTICA,2018,PALERMO,"POLYGON ((-56.17739583069332 -34.90772747773551, -56.177461612118485 -34.90664502948925, -56.173161979310194 -34.90762628716112, -56.17241601203679 -34.914523334367665, -56.18615703737434 -34.91641462516133, -56.18361958168561 -34.91446684864309, -56.184331531778554 -34.90821532099547, -56.17739583069332 -34.90772747773551))",505.83,157980.3896713303
VIOLENCIA DOMÉSTICA,2018,PARQUE RODO,"POLYGON ((-56.16213361879274 -34.92138777676399, -56.16573635464701 -34.919868787075444, -56.166056036637954 -34.91135452829837, -56.16921758482961 -34.91160626675001, -56.170613450195724 -34.91589384055449, -56.17354096278757 -34.91502851108313, -56.17240717183656 -34.91439644935203, -56.17317041570533 -34.907437012935404, -56.16343487150268 -34.90769730550828, -56.16213361879274 -34.92138777676399))",323.74,113316.8458045779
VIOLENCIA DOMÉSTICA,2018,PASO DE LA ARENA,"POLYGON ((-56.35746791259482 -34.84747463692305, -56.34866439925248 -34.85189310264488, -56.35285251879488 -34.855705620153905, -56.35249980365055 -34.86436511136537, -56.353622529414274 -34.86722895470026, -56.35420422969821 -34.867579110405785, -56.35615069998789 -34.86579629441751, -56.35943377982286 -34.86697226256106, -56.36217152508149 -34.865482374187486, -56.36757393770532 -34.8657972783963, -56.36750532561701 -34.86301821023085, -56.377098760829284 -34.86074005097881, -56.37607504687999 -34.85816695069601, -56.38154059418673 -34.856132193639695, -56.3798250756126 -34.85284982651998, -56.388366901373544 -34.85013471557998, -56.38919710263989 -34.84622801443532, -56.39184458810995 -34.84460265594982, -56.39929414757691 -34.844095568881606, -56.40099804195818 -34.842086835448775, -56.40678547948182 -34.84240945854587, -56.41293663689033 -34.83969494927244, -56.416484042275755 -34.84020774596429, -56.42443049842285 -34.83775504207642, -56.42593117062531 -34.8354249582849, -56.42891459285422 -34.834871730361066, -56.42870924854371 -34.83089987104371, -56.43142469543747 -34.83017471368149, -56.43120285963013 -34.82824392598595, -56.426742933166274 -34.827273825544566, -56.42160831964796 -34.82260463314673, -56.417911851138584 -34.82237800965992, -56.41722431819499 -34.820065301291606, -56.413384865121216 -34.817468349679174, -56.409012975528306 -34.8168472087099, -56.40998786497708 -34.814894766626026, -56.40643818698208 -34.81506876927132, -56.406615659211894 -34.81147252335504, -56.40450433024925 -34.809859758243505, -56.40549127954244 -34.80798483096829, -56.39403076899988 -34.8043008577023, -56.38873823941947 -34.8007776610919, -56.38892378823095 -34.79804792640929, -56.36449125500684 -34.79893663819645, -56.362726491623796 -34.798475353858024, -56.36250386946967 -34.796047134720475, -56.35676280286219 -34.79451436305585, -56.356134593851024 -34.79329998789023, -56.35749022031 -34.79271115710287, -56.3549625337378 -34.790999670826885, -56.356340090995026 -34.78765870186068, -56.35417308193902 -34.78505549509119, -56.34745801031048 -34.787354542054615, -56.34518657879206 -34.78615467277622, -56.340042645829975 -34.78736104837998, -56.338244932343194 -34.783681644397426, -56.331738269756784 -34.78410446889025, -56.330498083923295 -34.78285627868845, -56.32934726318963 -34.78578901116648, -56.32597403016032 -34.784955954567785, -56.32449890988592 -34.78840147836027, -56.32099220800064 -34.789071610353865, -56.323016198132095 -34.79100067894785, -56.32170502909122 -34.79293769791239, -56.31862238551342 -34.79143312834507, -56.31955082452604 -34.79516766780269, -56.309954862597365 -34.79588528438057, -56.31083841796287 -34.79770678470346, -56.27138446077406 -34.81866038208807, -56.26910632752085 -34.82582796592405, -56.2640392891091 -34.8253835441943, -56.26236439198845 -34.823745779557136, -56.25951303480391 -34.827431330290025, -56.25535091495884 -34.82401151660454, -56.24859801171735 -34.82868910354553, -56.25302799985717 -34.83231703372403, -56.253789708312915 -34.835982032806825, -56.26382733165412 -34.83834004749276, -56.272395018372535 -34.836225235532076, -56.29077888972327 -34.851974254298035, -56.30080855862914 -34.85795361641435, -56.355623174791674 -34.829837771356104, -56.36556303416954 -34.84335245788978, -56.35746791259482 -34.84747463692305))",1031.29,64797.83147903702
VIOLENCIA DOMÉSTICA,2018,PASO DE LAS DURANAS,"POLYGON ((-56.21308651812766 -34.84766870722337, -56.20587825730973 -34.83991130986829, -56.201247190083905 -34.84267178851672, -56.20103381309415 -34.83879018340089, -56.196199373797 -34.84169197262865, -56.19866350897936 -34.84404738294706, -56.193839375410086 -34.847363971804235, -56.195588288842956 -34.850924906528725, -56.199438929938374 -34.852396267194074, -56.20258707883338 -34.85688905045837, -56.21269179455861 -34.850950969970285, -56.21308651812766 -34.84766870722337))",693.08,105230.3315769122
VIOLENCIA DOMÉSTICA,2018,"PEÑAROL, LAVALLEJA","POLYGON ((-56.19443847852886 -34.84674216238893, -56.19866350897936 -34.84404738294706, -56.196199373797 -34.84169197262865, -56.20103381309415 -34.83879018340089, -56.20086964637679 -34.83496500379413, -56.21013741880828 -34.82936832831537, -56.21405109099559 -34.831009520844844, -56.21795252765332 -34.82876517818952, -56.214735528564546 -34.82676038760102, -56.21895752458403 -34.82428191629303, -56.22078895713927 -34.81224738287295, -56.21299635496155 -34.81707115728357, -56.20921627547781 -34.80915024559994, -56.19624683680634 -34.81655282329878, -56.192423522942185 -34.81149888351933, -56.20090782726508 -34.807587006063976, -56.19462903079571 -34.80236948191984, -56.190222680619804 -34.802231137238635, -56.18273206522606 -34.80567067776441, -56.18565842244421 -34.808611441058005, -56.18349070230796 -34.81124133069273, -56.18588043131487 -34.81301385816386, -56.1878688007262 -34.82119707178995, -56.18525951557189 -34.82328696293367, -56.185459195843784 -34.82619542957104, -56.18230105544328 -34.82827495870413, -56.18353921816215 -34.83341658037001, -56.181410459890365 -34.83782717836165, -56.18324963173169 -34.83860178117749, -56.18279754316137 -34.83983343970867, -56.18791393268182 -34.84681542537078, -56.19443847852886 -34.84674216238893))",903.09,84795.46515157759
VIOLENCIA DOMÉSTICA,2018,PIEDRAS BLANCAS,"POLYGON ((-56.15090950700152 -34.82337991926884, -56.155315063910095 -34.82367709079924, -56.15675936210498 -34.81889598506063, -56.130522454273354 -34.81520049529857, -56.12625743885047 -34.825602759574465, -56.128507284844204 -34.82583124851708, -56.12828485087835 -34.82729736876655, -56.12634763201825 -34.82826501958563, -56.14071305327948 -34.82992412922358, -56.14111510761925 -34.828754333051286, -56.14460014795369 -34.83303354282775, -56.151737265414496 -34.83379534237396, -56.15461224723446 -34.82866644432765, -56.14820278259125 -34.828026260444034, -56.148788558023966 -34.824752725531624, -56.147525373233904 -34.8246657340012, -56.147862872475045 -34.82314641258857, -56.15090950700152 -34.82337991926884))",1050.77,72811.19328923919
VIOLENCIA DOMÉSTICA,2018,POCITOS,"POLYGON ((-56.141006168458695 -34.90191009653399, -56.138452604174674 -34.90121621804555, -56.134892399464526 -34.91151776512042, -56.13849292703002 -34.91223072810982, -56.14064649562064 -34.910323906780455, -56.14423964175445 -34.911486954945744, -56.14756384640882 -34.9145478751891, -56.148712434441364 -34.91841541787933, -56.1560136375157 -34.91659969669931, -56.156263562785924 -34.91428044296524, -56.162658835777286 -34.91474698887905, -56.16403857951702 -34.902273886845755, -56.15378714592367 -34.90312516753968, -56.141006168458695 -34.90191009653399))",278.75,178786.5186763138
VIOLENCIA DOMÉSTICA,2018,"PQUE. BATLLE, V. DOLORES","POLYGON ((-56.142588093619096 -34.89765017561283, -56.13989447515429 -34.90164523244715, -56.16036076444032 -34.90302263466085, -56.164270815953955 -34.902205671665435, -56.164851375363305 -34.89510334714819, -56.141640292116456 -34.88664788148086, -56.13822813174183 -34.88646554449555, -56.132518314179585 -34.890970373856604, -56.13718206892713 -34.89311580795668, -56.136567863309146 -34.89403883501443, -56.1433359611981 -34.89555226750382, -56.142588093619096 -34.89765017561283))",452.46,143828.241844096
VIOLENCIA DOMÉSTICA,2018,"PRADO, NUEVA SAVONA","POLYGON ((-56.20285840203704 -34.856840796607806, -56.20008898118781 -34.85363261458554, -56.19699400797496 -34.8543641602399, -56.190254475147015 -34.87136425515831, -56.207474955767985 -34.87169861756332, -56.212189675603014 -34.86550994173809, -56.21111310920829 -34.86782018997076, -56.221853672907095 -34.85781853508278, -56.22023601864139 -34.85851310495692, -56.21674745283205 -34.8526287352368, -56.21360978465626 -34.85045692851379, -56.20285840203704 -34.856840796607806))",570.54,125996.247166222
VIOLENCIA DOMÉSTICA,2018,"PTA. RIELES, BELLA ITALIA","POLYGON ((-56.110339191267016 -34.83451090473983, -56.11177448295304 -34.83405539818319, -56.119168268749334 -34.83848835267949, -56.12329584411226 -34.8336564940997, -56.12350205045815 -34.830474086183784, -56.11962613406839 -34.828048027562154, -56.12155139862782 -34.8252852607587, -56.08877949907562 -34.809670791712165, -56.087427691053776 -34.809615739422675, -56.08794784090897 -34.81227899917827, -56.0803057730323 -34.817044423496235, -56.081187587806745 -34.81904382130351, -56.07956206948535 -34.82061090282092, -56.09713078925032 -34.828097502557064, -56.09944239307001 -34.827441184664764, -56.1046834111558 -34.83036052004849, -56.10291315890649 -34.83260461161693, -56.10674474828853 -34.83552080890786, -56.110339191267016 -34.83451090473983))",1787.08,71416.41239048945
VIOLENCIA DOMÉSTICA,2018,PUNTA CARRETAS,"POLYGON ((-56.16578524548826 -34.91730049683851, -56.16573635464701 -34.919868787075444, -56.162111263172285 -34.921622641140885, -56.16288550065344 -34.91475299716523, -56.156263562785924 -34.91428044296524, -56.1560136375157 -34.91659969669931, -56.1451689379599 -34.919011170358004, -56.151458874930704 -34.92325478268506, -56.14933465953801 -34.92488040250398, -56.15769779889566 -34.9277853994298, -56.15631204011921 -34.92841537188981, -56.15802829422636 -34.9289045814891, -56.16039782276461 -34.93810651458852, -56.16048910556242 -34.93593138742588, -56.16163490932053 -34.93613852698249, -56.16117145267201 -34.93486271397819, -56.16255138329085 -34.93486410231584, -56.16191198938185 -34.93389608432137, -56.16361248881091 -34.93345394340082, -56.16395532623712 -34.9323437277242, -56.16096254333699 -34.93284888226576, -56.16053579650867 -34.93111171129176, -56.16641339965676 -34.92674064635303, -56.17295631635177 -34.92499348615199, -56.17118666559838 -34.92167036391287, -56.17303443891195 -34.91991253187988, -56.17010376322109 -34.91819013018028, -56.16921758482961 -34.91160626675001, -56.16595366492406 -34.91143294430544, -56.16578524548826 -34.91730049683851))",295.39,207820.7901190176
VIOLENCIA DOMÉSTICA,2018,PUNTA GORDA,"POLYGON ((-56.07864149416299 -34.888343871241126, -56.075033093965224 -34.890015228285066, -56.05944401408925 -34.8954233855335, -56.06406540812531 -34.899779400268706, -56.071562252729926 -34.90032283663052, -56.07301926830857 -34.898423233339436, -56.07632233123031 -34.897888136467806, -56.08235869332569 -34.90045449387765, -56.08527888311909 -34.89590002692572, -56.09085190137814 -34.89564371865831, -56.09257187897707 -34.8935755600626, -56.09101059349718 -34.892706118562955, -56.09285377769278 -34.89091137774222, -56.09154715190718 -34.890252325502644, -56.09692454499544 -34.883368032052076, -56.09103344255685 -34.8757722756266, -56.085975970926924 -34.87887243841365, -56.082318497712585 -34.885451982192194, -56.07864149416299 -34.888343871241126))",233.79,226812.5118986206
VIOLENCIA DOMÉSTICA,2018,REDUCTO,"POLYGON ((-56.18132730742316 -34.87561826569287, -56.17957463852696 -34.87639830172739, -56.18316232378807 -34.88334257608832, -56.18751874845048 -34.88172138843785, -56.1932365326318 -34.88490209632641, -56.193936145088415 -34.871614862801216, -56.190254475147015 -34.87136425515831, -56.18917594534443 -34.87327513685894, -56.18202317129798 -34.872763439219106, -56.183110612119044 -34.87481558422947, -56.18132730742316 -34.87561826569287))",567.57,94849.45469643614
VIOLENCIA DOMÉSTICA,2018,SAYAGO,"POLYGON ((-56.22059386656108 -34.82715955040425, -56.22355141180784 -34.82547130278698, -56.22114115544361 -34.822999948246185, -56.223589451425845 -34.82154560487073, -56.22125571118961 -34.818974859071304, -56.21934724402999 -34.82011640947162, -56.21895752458403 -34.82428191629303, -56.214735528564546 -34.82676038760102, -56.21795252765332 -34.82876517818952, -56.21405109099559 -34.831009520844844, -56.21013741880828 -34.82936832831537, -56.20086964637679 -34.83496500379413, -56.201247190083905 -34.84267178851672, -56.20587825730973 -34.83991130986829, -56.21119173427246 -34.84470885408464, -56.22170727937556 -34.83844649861346, -56.22059386656108 -34.82715955040425))",700.12,91292.95568956765
VIOLENCIA DOMÉSTICA,2018,TRES CRUCES,"POLYGON ((-56.16025257340038 -34.88949174484455, -56.15882578781359 -34.89197010208684, -56.164851375363305 -34.89510334714819, -56.164270815953955 -34.902205671665435, -56.1691178740392 -34.902183500231075, -56.17158107770972 -34.89327855689047, -56.16893686641943 -34.89309287615266, -56.16378026818096 -34.886275475765245, -56.16025257340038 -34.88949174484455))",645.86,111056.7587160477
VIOLENCIA DOMÉSTICA,2018,"TRES OMBUES, VICTORIA","POLYGON ((-56.24113933251264 -34.87021247735485, -56.24406950171036 -34.8729080694231, -56.24845108987578 -34.87106014245201, -56.24447753394461 -34.86790967934424, -56.24316721484619 -34.86329435910542, -56.24783467197329 -34.861865428836154, -56.24643871204103 -34.858879348838265, -56.24954689501053 -34.857027700562504, -56.24823209693552 -34.856145370522306, -56.24899284927496 -34.85443919727177, -56.252729983277284 -34.854829888761365, -56.24982842020028 -34.85154050400809, -56.249710012467716 -34.84634438423611, -56.233912538639466 -34.85644196848546, -56.23416698319637 -34.85489076348936, -56.22703654699311 -34.85871941422755, -56.24113933251264 -34.87021247735485))",1317.09,60461.81407725415
VIOLENCIA DOMÉSTICA,2018,UNION,"POLYGON ((-56.14409873269433 -34.872632913570335, -56.13897668779135 -34.869567170821654, -56.13701619946601 -34.86452614411572, -56.125623291102904 -34.87333503400515, -56.12676920207852 -34.87339998500206, -56.12889939145967 -34.886699877565185, -56.13026960065699 -34.88666478516576, -56.12882198741912 -34.88779040817834, -56.136589791435114 -34.88774943767506, -56.13822813174183 -34.88646554449555, -56.144624229844126 -34.887502060559804, -56.151073290270716 -34.88388998317609, -56.15522148814085 -34.879298616012456, -56.14409873269433 -34.872632913570335))",948.08,126028.8567978512
VIOLENCIA DOMÉSTICA,2018,VILLA ESPAÑOLA,"POLYGON ((-56.14815104924436 -34.8738577702603, -56.152363992057495 -34.86987625818765, -56.1514889187266 -34.86200781806559, -56.153275121859764 -34.857547707076506, -56.15313311195496 -34.8564889310386, -56.15023094981875 -34.857657185432586, -56.14830270674555 -34.85100634135163, -56.144446268594166 -34.85340535575988, -56.14297840824768 -34.85943070652085, -56.14112403856844 -34.85527487992133, -56.13679638335255 -34.857651512278174, -56.13795962660019 -34.85909544861976, -56.133820985530406 -34.86178738525374, -56.13409886037916 -34.8659491523362, -56.13701619946601 -34.86452614411572, -56.13922545275248 -34.86984149313003, -56.14815104924436 -34.8738577702603))",1107.73,81592.13161246238
VIOLENCIA DOMÉSTICA,2018,"VILLA GARCIA, MANGA RURAL","POLYGON ((-56.127405376836805 -34.80409011596156, -56.12010626583178 -34.79892830054786, -56.1178073388009 -34.79394408363227, -56.08802258481017 -34.77918454357539, -56.08266568208828 -34.77839185413881, -56.08288158781185 -34.77674660503427, -56.07661002898968 -34.774321692652364, -56.07562916814384 -34.771954073586166, -56.07053304532349 -34.77263206215784, -56.06930241909213 -34.7684945409999, -56.066366011311835 -34.76601048130513, -56.063016044324044 -34.76901394359248, -56.05929938004506 -34.769465941397065, -56.05471694902132 -34.760046338453684, -56.04990863081007 -34.76151812797445, -56.046493033866774 -34.76035329011925, -56.044786079588114 -34.76275961417544, -56.038721316877954 -34.763899074927444, -56.03454773287849 -34.76966661827837, -56.033290408506666 -34.77419710530639, -56.02934364184848 -34.777156241114646, -56.02945745770185 -34.781398104030856, -56.03300515068064 -34.7821261389959, -56.03270090095595 -34.78442587039729, -56.03688348305333 -34.78410926864347, -56.039498056093564 -34.790949374045994, -56.043041194248445 -34.7922464512439, -56.040860763189094 -34.79600701806811, -56.038184531012675 -34.79630451401717, -56.04189530063606 -34.79894946972687, -56.03991772219749 -34.801390581291976, -56.041654184788804 -34.80300302856439, -56.04046837297322 -34.80565797457054, -56.04646334763734 -34.807171826413644, -56.067098894385815 -34.795124712032035, -56.06963650237318 -34.792033316309215, -56.080219482803344 -34.79774681341449, -56.0756926405885 -34.80357730482503, -56.12155139862782 -34.8252852607587, -56.11962613406839 -34.828048027562154, -56.12350205045815 -34.830474086183784, -56.130522454273354 -34.81520049529857, -56.136497705983665 -34.81650798017203, -56.127405376836805 -34.80409011596156))",1636.7,91076.06512940579
